,line,name,code,lat,lng
0,01호선,녹양,1908.0,37.75938,127.042292
1,01호선,남영,1002.0,37.541021,126.9713
2,01호선,용산,1003.0,37.529849,126.964561
3,01호선,노량진,1004.0,37.514219,126.942454
4,01호선,대방,1005.0,37.513342,126.926382
5,01호선,영등포,1006.0,37.515504,126.907628
6,01호선,신도림,1007.0,37.508725,126.891295
7,01호선,회기,1015.0,37.58946,127.057583
8,01호선,외대앞,1016.0,37.596073,127.063549
9,01호선,신이문,1017.0,37.601854,127.067325
10,01호선,광운대,1019.0,37.623632,127.061835
11,01호선,월계,1020.0,37.633212,127.058831
12,01호선,녹천,1021.0,37.644799,127.051269
13,01호선,창동,1022.0,37.653166,127.047731
14,01호선,신길,1032.0,37.517122,126.917169
15,01호선,석계,1018.0,37.614805,127.065851
16,01호선,봉명,1401.0,36.801215,127.135763
17,01호선,쌍용,1402.0,36.793759,127.1214
18,01호선,아산,1403.0,36.792053,127.104361
19,01호선,배방,1405.0,36.777629,127.052991
20,01호선,온양온천,1407.0,36.780483,127.003249
21,01호선,신창,1408.0,36.769502,126.951108
22,01호선,구로,1701.0,37.503039,126.881966
23,01호선,가산디지털단지,1702.0,37.481072,126.882343
24,01호선,금천구청,1703.0,37.455626,126.89398
25,01호선,관악,1705.0,37.419232,126.908706
26,01호선,안양,1706.0,37.401592,126.922874
27,01호선,명학,1707.0,37.384653,126.935433
28,01호선,금정,1708.0,37.372221,126.943429
29,01호선,의왕,1710.0,37.320852,126.948217
30,01호선,성균관대,1711.0,37.300349,126.97075
31,01호선,석수,1704.0,37.435047,126.902295
32,01호선,화서,1712.0,37.283862,126.989627
33,01호선,수원,1713.0,37.265974,126.999874
34,01호선,독산,1714.0,37.466613,126.889249
35,01호선,세류,1715.0,37.245025,127.013222
36,01호선,병점,1716.0,37.207503,127.032731
37,01호선,세마,1717.0,37.187533,127.04318
38,01호선,오산대,1718.0,37.168953,127.063197
39,01호선,송탄,1721.0,37.075696,127.054301
40,01호선,서정리,1722.0,37.056496,127.052819
41,01호선,평택,1724.0,36.990726,127.085159
42,01호선,성환,1725.0,36.916076,127.126964
43,01호선,직산,1726.0,36.870593,127.143904
44,01호선,두정,1727.0,36.833705,127.14896
45,01호선,천안,1728.0,36.810005,127.146826
46,01호선,광명,1750.0,37.416182,126.884466
47,01호선,개봉,1801.0,37.494594,126.85868
48,01호선,오류동,1802.0,37.494526,126.845365
49,01호선,역곡,1803.0,37.485178,126.811502
